id,sessionId,affect,affect_binary,context,timestamp,time_of_engagement,time_of_completion
337,8,Gelangweilt,0,Stand anschauen,1684234110.142,1684321012.797,1684321035.403
338,8,Ruhig,1,Stand anschauen,1684234110.142,1684321012.797,1684321035.403
339,8,Angespannt,0,Stand anschauen,1684234110.142,1684321012.797,1684321035.403
340,8,Gelangweilt,0,Stand anschauen,1684234110.142,1684321012.797,1684321035.403
341,7,Zufrieden,1,Stand anschauen,1684234110.142,1684321012.797,1684321035.403
342,7,Erfreut,1,Stand anschauen,1684234110.142,1684321012.797,1684321035.403
343,7,Frustriert,0,Stand anschauen,1684234110.142,1684321012.797,1684321035.403
344,7,Deprimiert,0,Stand anschauen,1684234110.142,1684321012.797,1684321035.403
345,7,Glücklich,1,Stand anschauen,1684234110.142,1684321012.797,1684321035.403
346,8,Schläfrig,0,Stand anschauen,1684234110.142,1684321012.797,1684321035.403
347,8,Gelangweilt,0,Stand anschauen,1684234110.142,1684321012.797,1684321035.403
348,8,Ruhig,1,Stand anschauen,1684234110.142,1684321012.797,1684321035.403
349,8,Angespannt,0,Stand anschauen,1684234110.142,1684321012.797,1684321035.403
350,8,Gelangweilt,0,Stand anschauen,1684234110.142,1684321012.797,1684321035.403
351,7,Zufrieden,1,Stand anschauen,1684234110.142,1684321012.797,1684321035.403
352,7,Erfreut,1,Stand anschauen,1684234110.142,1684321012.797,1684321035.403
353,7,Frustriert,0,Stand anschauen,1684234110.142,1684321012.797,1684321035.403
354,7,Deprimiert,0,Stand anschauen,1684234110.142,1684321012.797,1684321035.403
355,7,Glücklich,1,Stand anschauen,1684234110.142,1684321012.797,1684321035.403
356,8,Schläfrig,0,Stand anschauen,1684234110.142,1684321012.797,1684321035.403
357,8,Gelangweilt,0,Stand anschauen,1684234110.142,1684321012.797,1684321035.403
358,8,Ruhig,1,Stand anschauen,1684234110.142,1684321012.797,1684321035.403
359,8,Angespannt,0,Stand anschauen,1684234110.142,1684321012.797,1684321035.403
360,8,Gelangweilt,0,Stand anschauen,1684234110.142,1684321012.797,1684321035.403
361,7,Zufrieden,1,Stand anschauen,1684234110.142,1684321012.797,1684321035.403
362,7,Erfreut,1,Stand anschauen,1684234110.142,1684321012.797,1684321035.403
363,7,Frustriert,0,Stand anschauen,1684234110.142,1684321012.797,1684321035.403
364,7,Deprimiert,0,Stand anschauen,1684234110.142,1684321012.797,1684321035.403
365,7,Glücklich,1,Stand anschauen,1684234110.142,1684321012.797,1684321035.403
366,8,Schläfrig,0,Stand anschauen,1684234110.142,1684321012.797,1684321035.403
367,8,Gelangweilt,0,Stand anschauen,1684234110.142,1684321012.797,1684321035.403
368,8,Ruhig,1,Stand anschauen,1684234110.142,1684321012.797,1684321035.403
369,8,Angespannt,0,Stand anschauen,1684234110.142,1684321012.797,1684321035.403
370,8,Gelangweilt,0,Stand anschauen,1684234110.142,1684321012.797,1684321035.403
371,7,Zufrieden,1,Stand anschauen,1684234110.142,1684321012.797,1684321035.403
372,7,Erfreut,1,Stand anschauen,1684234110.142,1684321012.797,1684321035.403
373,7,Frustriert,0,Stand anschauen,1684234110.142,1684321012.797,1684321035.403
374,7,Deprimiert,0,Stand anschauen,1684234110.142,1684321012.797,1684321035.403
375,7,Glücklich,1,Stand anschauen,1684234110.142,1684321012.797,1684321035.403
376,8,Schläfrig,0,Stand anschauen,1684234110.142,1684321012.797,1684321035.403
377,8,Gelangweilt,0,Stand anschauen,1684234110.142,1684321012.797,1684321035.403
378,8,Ruhig,1,Stand anschauen,1684234110.142,1684321012.797,1684321035.403
379,8,Angespannt,0,Stand anschauen,1684234110.142,1684321012.797,1684321035.403
380,8,Gelangweilt,0,Stand anschauen,1684234110.142,1684321012.797,1684321035.403
381,7,Zufrieden,1,Stand anschauen,1684234110.142,1684321012.797,1684321035.403
382,7,Erfreut,1,Stand anschauen,1684234110.142,1684321012.797,1684321035.403
383,7,Frustriert,0,Stand anschauen,1684234110.142,1684321012.797,1684321035.403
384,7,Deprimiert,0,Stand anschauen,1684234110.142,1684321012.797,1684321035.403
385,7,Glücklich,1,Stand anschauen,1684234110.142,1684321012.797,1684321035.403
386,8,Schläfrig,0,Stand anschauen,1684234110.142,1684321012.797,1684321035.403
387,8,Gelangweilt,0,Stand anschauen,1684234110.142,1684321012.797,1684321035.403
388,8,Ruhig,1,Stand anschauen,1684234110.142,1684321012.797,1684321035.403
389,8,Angespannt,0,Stand anschauen,1684234110.142,1684321012.797,1684321035.403
390,8,Gelangweilt,0,Stand anschauen,1684234110.142,1684321012.797,1684321035.403
391,7,Zufrieden,1,Stand anschauen,1684234110.142,1684321012.797,1684321035.403
392,7,Erfreut,1,Stand anschauen,1684234110.142,1684321012.797,1684321035.403
393,7,Frustriert,0,Stand anschauen,1684234110.142,1684321012.797,1684321035.403
394,7,Deprimiert,0,Stand anschauen,1684234110.142,1684321012.797,1684321035.403
395,7,Glücklich,1,Stand anschauen,1684234110.142,1684321012.797,1684321035.403
396,8,Schläfrig,0,Stand anschauen,1684234110.142,1684321012.797,1684321035.403
397,8,Gelangweilt,0,Stand anschauen,1684234110.142,1684321012.797,1684321035.403
398,8,Ruhig,1,Stand anschauen,1684234110.142,1684321012.797,1684321035.403
399,8,Angespannt,0,Stand anschauen,1684234110.142,1684321012.797,1684321035.403
400,8,Gelangweilt,0,Stand anschauen,1684234110.142,1684321012.797,1684321035.403
401,5,Zufrieden,1,Sonstiges,1684234120.808,1684320448.934,1684320465.593
402,5,Zufrieden,1,Sonstiges,1684234120.808,1684320448.934,1684320465.593
403,5,Glücklich,1,Sonstiges,1684234120.808,1684320448.934,1684320465.593
404,5,Zufrieden,1,Sonstiges,1684234120.808,1684320448.934,1684320465.593
405,5,Begeistert,1,Sonstiges,1684234120.808,1684320448.934,1684320465.593
406,5,Zufrieden,1,Sonstiges,1684234120.808,1684320448.934,1684320465.593
407,6,Ruhig,1,Sonstiges,1684234120.808,1684320448.934,1684320465.593
408,6,Aufgeregt,1,Sonstiges,1684234120.808,1684320448.934,1684320465.593
409,6,Zufrieden,1,Sonstiges,1684234120.808,1684320448.934,1684320465.593
410,6,Begeistert,1,Sonstiges,1684234120.808,1684320448.934,1684320465.593
411,6,Glücklich,1,Sonstiges,1684234120.808,1684320448.934,1684320465.593
412,5,Zufrieden,1,Sonstiges,1684234120.808,1684320448.934,1684320465.593
413,5,Zufrieden,1,Sonstiges,1684234120.808,1684320448.934,1684320465.593
414,5,Glücklich,1,Sonstiges,1684234120.808,1684320448.934,1684320465.593
415,5,Zufrieden,1,Sonstiges,1684234120.808,1684320448.934,1684320465.593
416,5,Begeistert,1,Sonstiges,1684234120.808,1684320448.934,1684320465.593
417,5,Zufrieden,1,Sonstiges,1684234120.808,1684320448.934,1684320465.593
418,6,Ruhig,1,Sonstiges,1684234120.808,1684320448.934,1684320465.593
419,6,Aufgeregt,1,Sonstiges,1684234120.808,1684320448.934,1684320465.593
420,6,Zufrieden,1,Sonstiges,1684234120.808,1684320448.934,1684320465.593
421,6,Begeistert,1,Sonstiges,1684234120.808,1684320448.934,1684320465.593
422,6,Glücklich,1,Sonstiges,1684234120.808,1684320448.934,1684320465.593
423,5,Zufrieden,1,Sonstiges,1684234120.808,1684320448.934,1684320465.593
424,5,Zufrieden,1,Sonstiges,1684234120.808,1684320448.934,1684320465.593
425,5,Glücklich,1,Sonstiges,1684234120.808,1684320448.934,1684320465.593
426,5,Zufrieden,1,Sonstiges,1684234120.808,1684320448.934,1684320465.593
427,5,Begeistert,1,Sonstiges,1684234120.808,1684320448.934,1684320465.593
428,5,Zufrieden,1,Sonstiges,1684234120.808,1684320448.934,1684320465.593
429,6,Ruhig,1,Sonstiges,1684234120.808,1684320448.934,1684320465.593
430,6,Aufgeregt,1,Sonstiges,1684234120.808,1684320448.934,1684320465.593
431,6,Zufrieden,1,Sonstiges,1684234120.808,1684320448.934,1684320465.593
432,6,Begeistert,1,Sonstiges,1684234120.808,1684320448.934,1684320465.593
433,6,Glücklich,1,Sonstiges,1684234120.808,1684320448.934,1684320465.593
434,5,Zufrieden,1,Sonstiges,1684234120.808,1684320448.934,1684320465.593
435,5,Zufrieden,1,Sonstiges,1684234120.808,1684320448.934,1684320465.593
436,5,Glücklich,1,Sonstiges,1684234120.808,1684320448.934,1684320465.593
437,5,Zufrieden,1,Sonstiges,1684234120.808,1684320448.934,1684320465.593
438,5,Begeistert,1,Sonstiges,1684234120.808,1684320448.934,1684320465.593
439,5,Zufrieden,1,Sonstiges,1684234120.808,1684320448.934,1684320465.593
440,6,Ruhig,1,Sonstiges,1684234120.808,1684320448.934,1684320465.593
441,6,Aufgeregt,1,Sonstiges,1684234120.808,1684320448.934,1684320465.593
442,6,Zufrieden,1,Sonstiges,1684234120.808,1684320448.934,1684320465.593
443,6,Begeistert,1,Sonstiges,1684234120.808,1684320448.934,1684320465.593
444,6,Glücklich,1,Sonstiges,1684234120.808,1684320448.934,1684320465.593
445,5,Zufrieden,1,Sonstiges,1684234120.808,1684320448.934,1684320465.593
446,5,Zufrieden,1,Sonstiges,1684234120.808,1684320448.934,1684320465.593
447,5,Glücklich,1,Sonstiges,1684234120.808,1684320448.934,1684320465.593
448,5,Zufrieden,1,Sonstiges,1684234120.808,1684320448.934,1684320465.593
449,5,Begeistert,1,Sonstiges,1684234120.808,1684320448.934,1684320465.593
450,5,Zufrieden,1,Sonstiges,1684234120.808,1684320448.934,1684320465.593
451,6,Ruhig,1,Sonstiges,1684234120.808,1684320448.934,1684320465.593
452,6,Aufgeregt,1,Sonstiges,1684234120.808,1684320448.934,1684320465.593
453,6,Zufrieden,1,Sonstiges,1684234120.808,1684320448.934,1684320465.593
454,6,Begeistert,1,Sonstiges,1684234120.808,1684320448.934,1684320465.593
455,6,Glücklich,1,Sonstiges,1684234120.808,1684320448.934,1684320465.593
456,5,Zufrieden,1,Sonstiges,1684234120.808,1684320448.934,1684320465.593
457,5,Zufrieden,1,Sonstiges,1684234120.808,1684320448.934,1684320465.593
458,5,Glücklich,1,Sonstiges,1684234120.808,1684320448.934,1684320465.593
459,5,Zufrieden,1,Sonstiges,1684234120.808,1684320448.934,1684320465.593
460,5,Begeistert,1,Sonstiges,1684234120.808,1684320448.934,1684320465.593
461,5,Zufrieden,1,Sonstiges,1684234120.808,1684320448.934,1684320465.593
462,6,Ruhig,1,Sonstiges,1684234120.808,1684320448.934,1684320465.593
463,6,Aufgeregt,1,Sonstiges,1684234120.808,1684320448.934,1684320465.593
464,6,Zufrieden,1,Sonstiges,1684234120.808,1684320448.934,1684320465.593
465,6,Begeistert,1,Sonstiges,1684234120.808,1684320448.934,1684320465.593
466,6,Glücklich,1,Sonstiges,1684234120.808,1684320448.934,1684320465.593
467,5,Zufrieden,1,Sonstiges,1684234120.808,1684320448.934,1684320465.593
468,5,Zufrieden,1,Sonstiges,1684234120.808,1684320448.934,1684320465.593
469,5,Glücklich,1,Sonstiges,1684234120.808,1684320448.934,1684320465.593
470,5,Zufrieden,1,Sonstiges,1684234120.808,1684320448.934,1684320465.593
471,5,Begeistert,1,Sonstiges,1684234120.808,1684320448.934,1684320465.593
472,5,Zufrieden,1,Sonstiges,1684234120.808,1684320448.934,1684320465.593
473,6,Ruhig,1,Sonstiges,1684234120.808,1684320448.934,1684320465.593
474,6,Aufgeregt,1,Sonstiges,1684234120.808,1684320448.934,1684320465.593
475,6,Zufrieden,1,Sonstiges,1684234120.808,1684320448.934,1684320465.593
476,6,Begeistert,1,Sonstiges,1684234120.808,1684320448.934,1684320465.593
477,6,Glücklich,1,Sonstiges,1684234120.808,1684320448.934,1684320465.593
478,5,Zufrieden,1,Sonstiges,1684234120.808,1684320448.934,1684320465.593
479,5,Zufrieden,1,Sonstiges,1684234120.808,1684320448.934,1684320465.593
480,5,Glücklich,1,Sonstiges,1684234120.808,1684320448.934,1684320465.593
481,5,Zufrieden,1,Sonstiges,1684234120.808,1684320448.934,1684320465.593
482,5,Begeistert,1,Sonstiges,1684234120.808,1684320448.934,1684320465.593
483,5,Zufrieden,1,Sonstiges,1684234120.808,1684320448.934,1684320465.593
484,6,Ruhig,1,Sonstiges,1684234120.808,1684320448.934,1684320465.593
485,6,Aufgeregt,1,Sonstiges,1684234120.808,1684320448.934,1684320465.593
486,6,Zufrieden,1,Sonstiges,1684234120.808,1684320448.934,1684320465.593
487,6,Begeistert,1,Sonstiges,1684234120.808,1684320448.934,1684320465.593
488,6,Glücklich,1,Sonstiges,1684234120.808,1684320448.934,1684320465.593
489,5,Zufrieden,1,Sonstiges,1684234120.808,1684320448.934,1684320465.593
490,5,Zufrieden,1,Sonstiges,1684234120.808,1684320448.934,1684320465.593
491,5,Glücklich,1,Sonstiges,1684234120.808,1684320448.934,1684320465.593
492,5,Zufrieden,1,Sonstiges,1684234120.808,1684320448.934,1684320465.593
493,5,Begeistert,1,Sonstiges,1684234120.808,1684320448.934,1684320465.593
494,5,Zufrieden,1,Sonstiges,1684234120.808,1684320448.934,1684320465.593
495,6,Ruhig,1,Sonstiges,1684234120.808,1684320448.934,1684320465.593
496,6,Aufgeregt,1,Sonstiges,1684234120.808,1684320448.934,1684320465.593
497,6,Zufrieden,1,Sonstiges,1684234120.808,1684320448.934,1684320465.593
498,6,Begeistert,1,Sonstiges,1684234120.808,1684320448.934,1684320465.593
499,6,Glücklich,1,Sonstiges,1684234120.808,1684320448.934,1684320465.593
500,5,Zufrieden,1,Sonstiges,1684234120.808,1684320448.934,1684320465.593
501,5,Zufrieden,1,Sonstiges,1684234120.808,1684320448.934,1684320465.593
502,5,Glücklich,1,Sonstiges,1684234120.808,1684320448.934,1684320465.593
503,5,Zufrieden,1,Sonstiges,1684234120.808,1684320448.934,1684320465.593
504,5,Begeistert,1,Sonstiges,1684234120.808,1684320448.934,1684320465.593
505,5,Zufrieden,1,Sonstiges,1684234120.808,1684320448.934,1684320465.593
506,6,Ruhig,1,Sonstiges,1684234120.808,1684320448.934,1684320465.593
507,6,Aufgeregt,1,Sonstiges,1684234120.808,1684320448.934,1684320465.593
508,6,Zufrieden,1,Sonstiges,1684234120.808,1684320448.934,1684320465.593
509,6,Begeistert,1,Sonstiges,1684234120.808,1684320448.934,1684320465.593
510,6,Glücklich,1,Sonstiges,1684234120.808,1684320448.934,1684320465.593
511,4,Ruhig,1,Unterhaltung,1684234120.604,1684316928.195,1684316931.425
512,5,Glücklich,1,Unterhaltung,1684234120.604,1684316928.195,1684316931.425
513,6,Ruhig,1,Unterhaltung,1684234120.604,1684316928.195,1684316931.425
514,6,Aufgeregt,1,Unterhaltung,1684234120.604,1684316928.195,1684316931.425
515,6,Frustriert,0,Unterhaltung,1684234120.604,1684316928.195,1684316931.425
516,6,Erfreut,1,Unterhaltung,1684234120.604,1684316928.195,1684316931.425
517,6,Glücklich,1,Unterhaltung,1684234120.604,1684316928.195,1684316931.425
518,8,Schläfrig,0,Unterhaltung,1684234120.604,1684316928.195,1684316931.425
519,8,Erfreut,1,Unterhaltung,1684234120.604,1684316928.195,1684316931.425
520,4,Ruhig,1,Unterhaltung,1684234120.604,1684316928.195,1684316931.425
521,5,Glücklich,1,Unterhaltung,1684234120.604,1684316928.195,1684316931.425
522,6,Ruhig,1,Unterhaltung,1684234120.604,1684316928.195,1684316931.425
523,6,Aufgeregt,1,Unterhaltung,1684234120.604,1684316928.195,1684316931.425
524,6,Frustriert,0,Unterhaltung,1684234120.604,1684316928.195,1684316931.425
525,6,Erfreut,1,Unterhaltung,1684234120.604,1684316928.195,1684316931.425
526,6,Glücklich,1,Unterhaltung,1684234120.604,1684316928.195,1684316931.425
527,8,Schläfrig,0,Unterhaltung,1684234120.604,1684316928.195,1684316931.425
528,8,Erfreut,1,Unterhaltung,1684234120.604,1684316928.195,1684316931.425
529,4,Ruhig,1,Unterhaltung,1684234120.604,1684316928.195,1684316931.425
530,5,Glücklich,1,Unterhaltung,1684234120.604,1684316928.195,1684316931.425
531,6,Ruhig,1,Unterhaltung,1684234120.604,1684316928.195,1684316931.425
532,6,Aufgeregt,1,Unterhaltung,1684234120.604,1684316928.195,1684316931.425
533,6,Frustriert,0,Unterhaltung,1684234120.604,1684316928.195,1684316931.425
534,6,Erfreut,1,Unterhaltung,1684234120.604,1684316928.195,1684316931.425
535,6,Glücklich,1,Unterhaltung,1684234120.604,1684316928.195,1684316931.425
536,8,Schläfrig,0,Unterhaltung,1684234120.604,1684316928.195,1684316931.425
537,8,Erfreut,1,Unterhaltung,1684234120.604,1684316928.195,1684316931.425
538,4,Ruhig,1,Unterhaltung,1684234120.604,1684316928.195,1684316931.425
539,5,Glücklich,1,Unterhaltung,1684234120.604,1684316928.195,1684316931.425
540,6,Ruhig,1,Unterhaltung,1684234120.604,1684316928.195,1684316931.425
541,6,Aufgeregt,1,Unterhaltung,1684234120.604,1684316928.195,1684316931.425
542,6,Frustriert,0,Unterhaltung,1684234120.604,1684316928.195,1684316931.425
543,6,Erfreut,1,Unterhaltung,1684234120.604,1684316928.195,1684316931.425
544,6,Glücklich,1,Unterhaltung,1684234120.604,1684316928.195,1684316931.425
545,8,Schläfrig,0,Unterhaltung,1684234120.604,1684316928.195,1684316931.425
546,8,Erfreut,1,Unterhaltung,1684234120.604,1684316928.195,1684316931.425
547,4,Ruhig,1,Unterhaltung,1684234120.604,1684316928.195,1684316931.425
548,5,Glücklich,1,Unterhaltung,1684234120.604,1684316928.195,1684316931.425
549,6,Ruhig,1,Unterhaltung,1684234120.604,1684316928.195,1684316931.425
550,6,Aufgeregt,1,Unterhaltung,1684234120.604,1684316928.195,1684316931.425
551,6,Frustriert,0,Unterhaltung,1684234120.604,1684316928.195,1684316931.425
552,6,Erfreut,1,Unterhaltung,1684234120.604,1684316928.195,1684316931.425
553,6,Glücklich,1,Unterhaltung,1684234120.604,1684316928.195,1684316931.425
554,8,Schläfrig,0,Unterhaltung,1684234120.604,1684316928.195,1684316931.425
555,8,Erfreut,1,Unterhaltung,1684234120.604,1684316928.195,1684316931.425
556,4,Ruhig,1,Unterhaltung,1684234120.604,1684316928.195,1684316931.425
557,5,Glücklich,1,Unterhaltung,1684234120.604,1684316928.195,1684316931.425
558,6,Ruhig,1,Unterhaltung,1684234120.604,1684316928.195,1684316931.425
559,6,Aufgeregt,1,Unterhaltung,1684234120.604,1684316928.195,1684316931.425
560,6,Frustriert,0,Unterhaltung,1684234120.604,1684316928.195,1684316931.425
561,6,Erfreut,1,Unterhaltung,1684234120.604,1684316928.195,1684316931.425
562,6,Glücklich,1,Unterhaltung,1684234120.604,1684316928.195,1684316931.425
563,8,Schläfrig,0,Unterhaltung,1684234120.604,1684316928.195,1684316931.425
564,8,Erfreut,1,Unterhaltung,1684234120.604,1684316928.195,1684316931.425
565,4,Ruhig,1,Unterhaltung,1684234120.604,1684316928.195,1684316931.425
566,5,Glücklich,1,Unterhaltung,1684234120.604,1684316928.195,1684316931.425
567,6,Ruhig,1,Unterhaltung,1684234120.604,1684316928.195,1684316931.425
568,6,Aufgeregt,1,Unterhaltung,1684234120.604,1684316928.195,1684316931.425
569,6,Frustriert,0,Unterhaltung,1684234120.604,1684316928.195,1684316931.425
570,6,Erfreut,1,Unterhaltung,1684234120.604,1684316928.195,1684316931.425
571,6,Glücklich,1,Unterhaltung,1684234120.604,1684316928.195,1684316931.425
572,8,Schläfrig,0,Unterhaltung,1684234120.604,1684316928.195,1684316931.425
573,8,Erfreut,1,Unterhaltung,1684234120.604,1684316928.195,1684316931.425
574,4,Ruhig,1,Unterhaltung,1684234120.604,1684316928.195,1684316931.425
575,5,Glücklich,1,Unterhaltung,1684234120.604,1684316928.195,1684316931.425
576,6,Ruhig,1,Unterhaltung,1684234120.604,1684316928.195,1684316931.425
577,6,Aufgeregt,1,Unterhaltung,1684234120.604,1684316928.195,1684316931.425
578,6,Frustriert,0,Unterhaltung,1684234120.604,1684316928.195,1684316931.425
579,6,Erfreut,1,Unterhaltung,1684234120.604,1684316928.195,1684316931.425
580,6,Glücklich,1,Unterhaltung,1684234120.604,1684316928.195,1684316931.425
581,8,Schläfrig,0,Unterhaltung,1684234120.604,1684316928.195,1684316931.425
582,8,Erfreut,1,Unterhaltung,1684234120.604,1684316928.195,1684316931.425
583,4,Ruhig,1,Unterhaltung,1684234120.604,1684316928.195,1684316931.425
584,5,Glücklich,1,Unterhaltung,1684234120.604,1684316928.195,1684316931.425
585,6,Ruhig,1,Unterhaltung,1684234120.604,1684316928.195,1684316931.425
586,6,Aufgeregt,1,Unterhaltung,1684234120.604,1684316928.195,1684316931.425
587,6,Frustriert,0,Unterhaltung,1684234120.604,1684316928.195,1684316931.425
588,6,Erfreut,1,Unterhaltung,1684234120.604,1684316928.195,1684316931.425
589,6,Glücklich,1,Unterhaltung,1684234120.604,1684316928.195,1684316931.425
590,8,Schläfrig,0,Unterhaltung,1684234120.604,1684316928.195,1684316931.425
591,8,Erfreut,1,Unterhaltung,1684234120.604,1684316928.195,1684316931.425
592,4,Ruhig,1,Unterhaltung,1684234120.604,1684316928.195,1684316931.425
593,5,Glücklich,1,Unterhaltung,1684234120.604,1684316928.195,1684316931.425
594,6,Ruhig,1,Unterhaltung,1684234120.604,1684316928.195,1684316931.425
595,6,Aufgeregt,1,Unterhaltung,1684234120.604,1684316928.195,1684316931.425
596,6,Frustriert,0,Unterhaltung,1684234120.604,1684316928.195,1684316931.425
597,6,Erfreut,1,Unterhaltung,1684234120.604,1684316928.195,1684316931.425
598,6,Glücklich,1,Unterhaltung,1684234120.604,1684316928.195,1684316931.425
599,8,Schläfrig,0,Unterhaltung,1684234120.604,1684316928.195,1684316931.425
600,8,Erfreut,1,Unterhaltung,1684234120.604,1684316928.195,1684316931.425
601,1,Gelangweilt,0,Laufen,1684251026.477,1684305038.394,1684305042.846
602,3,Zufrieden,1,Laufen,1684251026.477,1684305038.394,1684305042.846
603,8,Zufrieden,1,Laufen,1684251026.477,1684305038.394,1684305042.846
604,11,Erfreut,1,Laufen,1684251026.477,1684305038.394,1684305042.846
605,13,Betrübt,0,Laufen,1684251026.477,1684305038.394,1684305042.846
606,15,Frustriert,0,Laufen,1684251026.477,1684305038.394,1684305042.846
607,17,Begeistert,1,Laufen,1684251026.477,1684305038.394,1684305042.846
608,18,Glücklich,1,Laufen,1684251026.477,1684305038.394,1684305042.846
609,20,Frustriert,0,Laufen,1684251026.477,1684305038.394,1684305042.846
610,21,Erfreut,1,Laufen,1684251026.477,1684305038.394,1684305042.846
611,22,Gelangweilt,0,Laufen,1684251026.477,1684305038.394,1684305042.846
612,22,Gelangweilt,0,Laufen,1684251026.477,1684305038.394,1684305042.846
613,23,Deprimiert,0,Laufen,1684251026.477,1684305038.394,1684305042.846
614,23,Zufrieden,1,Laufen,1684251026.477,1684305038.394,1684305042.846
615,23,Erfüllt,1,Laufen,1684251026.477,1684305038.394,1684305042.846
616,24,Erfreut,1,Laufen,1684251026.477,1684305038.394,1684305042.846
617,25,Angespannt,0,Laufen,1684251026.477,1684305038.394,1684305042.846
618,26,Angespannt,0,Laufen,1684251026.477,1684305038.394,1684305042.846
619,29,Zufrieden,1,Laufen,1684251026.477,1684305038.394,1684305042.846
620,29,Schläfrig,0,Laufen,1684251026.477,1684305038.394,1684305042.846
621,29,Zufrieden,1,Laufen,1684251026.477,1684305038.394,1684305042.846
622,29,Zufrieden,1,Laufen,1684251026.477,1684305038.394,1684305042.846
623,29,Ruhig,1,Laufen,1684251026.477,1684305038.394,1684305042.846
624,29,Ruhig,1,Laufen,1684251026.477,1684305038.394,1684305042.846
625,30,Glücklich,1,Laufen,1684251026.477,1684305038.394,1684305042.846
626,30,Aufgeregt,1,Laufen,1684251026.477,1684305038.394,1684305042.846
627,30,Angespannt,0,Laufen,1684251026.477,1684305038.394,1684305042.846
628,1,Gelangweilt,0,Laufen,1684251026.477,1684305038.394,1684305042.846
629,3,Zufrieden,1,Laufen,1684251026.477,1684305038.394,1684305042.846
630,8,Zufrieden,1,Laufen,1684251026.477,1684305038.394,1684305042.846
631,11,Erfreut,1,Laufen,1684251026.477,1684305038.394,1684305042.846
632,13,Betrübt,0,Laufen,1684251026.477,1684305038.394,1684305042.846
633,15,Frustriert,0,Laufen,1684251026.477,1684305038.394,1684305042.846
634,17,Begeistert,1,Laufen,1684251026.477,1684305038.394,1684305042.846
635,18,Glücklich,1,Laufen,1684251026.477,1684305038.394,1684305042.846
636,20,Frustriert,0,Laufen,1684251026.477,1684305038.394,1684305042.846
637,21,Erfreut,1,Laufen,1684251026.477,1684305038.394,1684305042.846
638,22,Gelangweilt,0,Laufen,1684251026.477,1684305038.394,1684305042.846
639,22,Gelangweilt,0,Laufen,1684251026.477,1684305038.394,1684305042.846
640,23,Deprimiert,0,Laufen,1684251026.477,1684305038.394,1684305042.846
641,23,Zufrieden,1,Laufen,1684251026.477,1684305038.394,1684305042.846
642,23,Erfüllt,1,Laufen,1684251026.477,1684305038.394,1684305042.846
643,24,Erfreut,1,Laufen,1684251026.477,1684305038.394,1684305042.846
644,25,Angespannt,0,Laufen,1684251026.477,1684305038.394,1684305042.846
645,26,Angespannt,0,Laufen,1684251026.477,1684305038.394,1684305042.846
646,29,Zufrieden,1,Laufen,1684251026.477,1684305038.394,1684305042.846
647,29,Schläfrig,0,Laufen,1684251026.477,1684305038.394,1684305042.846
648,29,Zufrieden,1,Laufen,1684251026.477,1684305038.394,1684305042.846
649,29,Zufrieden,1,Laufen,1684251026.477,1684305038.394,1684305042.846
650,29,Ruhig,1,Laufen,1684251026.477,1684305038.394,1684305042.846
651,29,Ruhig,1,Laufen,1684251026.477,1684305038.394,1684305042.846
652,30,Glücklich,1,Laufen,1684251026.477,1684305038.394,1684305042.846
653,30,Aufgeregt,1,Laufen,1684251026.477,1684305038.394,1684305042.846
654,30,Angespannt,0,Laufen,1684251026.477,1684305038.394,1684305042.846
655,1,Gelangweilt,0,Laufen,1684251026.477,1684305038.394,1684305042.846
656,3,Zufrieden,1,Laufen,1684251026.477,1684305038.394,1684305042.846
657,8,Zufrieden,1,Laufen,1684251026.477,1684305038.394,1684305042.846
658,11,Erfreut,1,Laufen,1684251026.477,1684305038.394,1684305042.846
659,13,Betrübt,0,Laufen,1684251026.477,1684305038.394,1684305042.846
660,15,Frustriert,0,Laufen,1684251026.477,1684305038.394,1684305042.846
661,17,Begeistert,1,Laufen,1684251026.477,1684305038.394,1684305042.846
662,18,Glücklich,1,Laufen,1684251026.477,1684305038.394,1684305042.846
663,20,Frustriert,0,Laufen,1684251026.477,1684305038.394,1684305042.846
664,21,Erfreut,1,Laufen,1684251026.477,1684305038.394,1684305042.846
665,22,Gelangweilt,0,Laufen,1684251026.477,1684305038.394,1684305042.846
666,22,Gelangweilt,0,Laufen,1684251026.477,1684305038.394,1684305042.846
667,23,Deprimiert,0,Laufen,1684251026.477,1684305038.394,1684305042.846
668,23,Zufrieden,1,Laufen,1684251026.477,1684305038.394,1684305042.846
669,23,Erfüllt,1,Laufen,1684251026.477,1684305038.394,1684305042.846
670,24,Erfreut,1,Laufen,1684251026.477,1684305038.394,1684305042.846
671,25,Angespannt,0,Laufen,1684251026.477,1684305038.394,1684305042.846
672,26,Angespannt,0,Laufen,1684251026.477,1684305038.394,1684305042.846
673,29,Zufrieden,1,Laufen,1684251026.477,1684305038.394,1684305042.846
674,29,Schläfrig,0,Laufen,1684251026.477,1684305038.394,1684305042.846
675,29,Zufrieden,1,Laufen,1684251026.477,1684305038.394,1684305042.846
676,29,Zufrieden,1,Laufen,1684251026.477,1684305038.394,1684305042.846
677,29,Ruhig,1,Laufen,1684251026.477,1684305038.394,1684305042.846
678,29,Ruhig,1,Laufen,1684251026.477,1684305038.394,1684305042.846
679,30,Glücklich,1,Laufen,1684251026.477,1684305038.394,1684305042.846
680,30,Aufgeregt,1,Laufen,1684251026.477,1684305038.394,1684305042.846
